,MONTH,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CANCELLATION_CODE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 21
296092,1,2020-01-05,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1540,-5.0,0.0,1805,1756.0,-9.0,0.0,0.0,,,,,,,
296093,1,2020-01-05,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1025,31.0,31.0,1255,1314.0,19.0,19.0,0.0,,19.0,0.0,0.0,0.0,0.0,
296346,1,2020-01-05,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1615,33.0,33.0,1740,1802.0,22.0,22.0,0.0,,11.0,0.0,0.0,0.0,11.0,
296347,1,2020-01-05,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1245,6.0,6.0,1405,1402.0,-3.0,0.0,0.0,,,,,,,
296506,1,2020-01-05,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",805,-4.0,0.0,1005,949.0,-16.0,0.0,0.0,,,,,,,
296507,1,2020-01-05,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",1705,0.0,0.0,1905,1841.0,-24.0,0.0,0.0,,,,,,,
296508,1,2020-01-05,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1745,-2.0,0.0,1835,1811.0,-24.0,0.0,0.0,,,,,,,
296509,1,2020-01-05,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",655,-1.0,0.0,735,729.0,-6.0,0.0,0.0,,,,,,,
296510,1,2020-01-05,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1725,-1.0,0.0,1840,1825.0,-15.0,0.0,0.0,,,,,,,
296511,1,2020-01-05,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",620,-1.0,0.0,740,738.0,-2.0,0.0,0.0,,,,,,,
296512,1,2020-01-05,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1130,-3.0,0.0,1245,1229.0,-16.0,0.0,0.0,,,,,,,
296513,1,2020-01-05,WN,CLE,"Cleveland, OH",DAL,"Dallas, TX",1815,23.0,23.0,2025,2036.0,11.0,11.0,0.0,,,,,,,
296514,1,2020-01-05,WN,CLE,"Cleveland, OH",DEN,"Denver, CO",1135,-4.0,0.0,1300,1247.0,-13.0,0.0,0.0,,,,,,,
296515,1,2020-01-05,WN,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1700,5.0,5.0,1840,1905.0,25.0,25.0,0.0,,0.0,0.0,25.0,0.0,0.0,
296516,1,2020-01-05,WN,CLE,"Cleveland, OH",MCO,"Orlando, FL",1330,24.0,24.0,1610,1611.0,1.0,1.0,0.0,,,,,,,
296517,1,2020-01-05,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",2030,0.0,0.0,2045,2104.0,19.0,19.0,0.0,,0.0,0.0,19.0,0.0,0.0,
296518,1,2020-01-05,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1840,5.0,5.0,1910,1856.0,-14.0,0.0,0.0,,,,,,,
296519,1,2020-01-05,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1440,-1.0,0.0,1500,1448.0,-12.0,0.0,0.0,,,,,,,
296520,1,2020-01-05,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1255,0.0,0.0,1320,1309.0,-11.0,0.0,0.0,,,,,,,
296521,1,2020-01-05,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",635,-4.0,0.0,705,704.0,-1.0,0.0,0.0,,,,,,,
296522,1,2020-01-05,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",1845,-2.0,0.0,1910,1920.0,10.0,10.0,0.0,,,,,,,
296523,1,2020-01-05,WN,CLE,"Cleveland, OH",PHX,"Phoenix, AZ",1055,3.0,3.0,1325,1330.0,5.0,5.0,0.0,,,,,,,
296524,1,2020-01-05,WN,CLE,"Cleveland, OH",PHX,"Phoenix, AZ",1620,8.0,8.0,1855,1903.0,8.0,8.0,0.0,,,,,,,
296525,1,2020-01-05,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1300,-5.0,0.0,1335,1323.0,-12.0,0.0,0.0,,,,,,,
296526,1,2020-01-05,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1945,-7.0,0.0,2020,2007.0,-13.0,0.0,0.0,,,,,,,
296527,1,2020-01-05,WN,CLE,"Cleveland, OH",TPA,"Tampa, FL",705,-3.0,0.0,945,940.0,-5.0,0.0,0.0,,,,,,,
296622,1,2020-01-05,WN,DAL,"Dallas, TX",CLE,"Cleveland, OH",1315,2.0,2.0,1650,1634.0,-16.0,0.0,0.0,,,,,,,
296856,1,2020-01-05,WN,DEN,"Denver, CO",CLE,"Cleveland, OH",1050,1.0,1.0,1540,1514.0,-26.0,0.0,0.0,,,,,,,
297430,1,2020-01-05,WN,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",1205,13.0,13.0,1910,1837.0,-33.0,0.0,0.0,,,,,,,
297875,1,2020-01-05,WN,MCO,"Orlando, FL",CLE,"Cleveland, OH",955,3.0,3.0,1220,1216.0,-4.0,0.0,0.0,,,,,,,
298008,1,2020-01-05,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1400,-7.0,0.0,1610,1602.0,-8.0,0.0,0.0,,,,,,,
298009,1,2020-01-05,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1010,-9.0,0.0,1225,1201.0,-24.0,0.0,0.0,,,,,,,
298010,1,2020-01-05,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",2210,1.0,1.0,20,11.0,-9.0,0.0,0.0,,,,,,,
298011,1,2020-01-05,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1555,-5.0,0.0,1810,1749.0,-21.0,0.0,0.0,,,,,,,
298200,1,2020-01-05,WN,MKE,"Milwaukee, WI",CLE,"Cleveland, OH",1455,-5.0,0.0,1710,1651.0,-19.0,0.0,0.0,,,,,,,
298598,1,2020-01-05,WN,PHX,"Phoenix, AZ",CLE,"Cleveland, OH",1020,4.0,4.0,1615,1552.0,-23.0,0.0,0.0,,,,,,,
298599,1,2020-01-05,WN,PHX,"Phoenix, AZ",CLE,"Cleveland, OH",1905,1.0,1.0,50,20.0,-30.0,0.0,0.0,,,,,,,
299369,1,2020-01-05,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",2100,-6.0,0.0,2330,2316.0,-14.0,0.0,0.0,,,,,,,
299370,1,2020-01-05,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1710,18.0,18.0,1940,1946.0,6.0,6.0,0.0,,,,,,,
300444,1,2020-01-22,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1235,1.0,1.0,1505,1456.0,-9.0,0.0,0.0,,,,,,,
300445,1,2020-01-22,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1850,27.0,27.0,2125,2150.0,25.0,25.0,0.0,,25.0,0.0,0.0,0.0,0.0,
300446,1,2020-01-22,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",910,-8.0,0.0,1140,1125.0,-15.0,0.0,0.0,,,,,,,
300685,1,2020-01-23,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",850,-5.0,0.0,1035,1015.0,-20.0,0.0,0.0,,,,,,,
300686,1,2020-01-23,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",2000,26.0,26.0,2145,2155.0,10.0,10.0,0.0,,,,,,,
300893,1,2020-01-23,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1245,-2.0,0.0,1510,1501.0,-9.0,0.0,0.0,,,,,,,
300894,1,2020-01-23,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",2020,-2.0,0.0,2245,2237.0,-8.0,0.0,0.0,,,,,,,
301135,1,2020-01-23,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",2140,29.0,29.0,2305,2319.0,14.0,14.0,0.0,,,,,,,
301136,1,2020-01-23,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1210,-1.0,0.0,1330,1315.0,-15.0,0.0,0.0,,,,,,,
301137,1,2020-01-23,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1650,22.0,22.0,1815,1820.0,5.0,5.0,0.0,,,,,,,
301281,1,2020-01-23,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",800,-1.0,0.0,1005,1000.0,-5.0,0.0,0.0,,,,,,,
301282,1,2020-01-23,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1550,-1.0,0.0,1635,1610.0,-25.0,0.0,0.0,,,,,,,
301283,1,2020-01-23,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",700,-5.0,0.0,750,720.0,-30.0,0.0,0.0,,,,,,,
301284,1,2020-01-23,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1645,74.0,74.0,1805,1902.0,57.0,57.0,0.0,,0.0,0.0,0.0,0.0,57.0,
301285,1,2020-01-23,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1000,-1.0,0.0,1125,1130.0,5.0,5.0,0.0,,,,,,,
301286,1,2020-01-23,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",620,-4.0,0.0,755,733.0,-22.0,0.0,0.0,,,,,,,
301287,1,2020-01-23,WN,CLE,"Cleveland, OH",DEN,"Denver, CO",1050,2.0,2.0,1220,1145.0,-35.0,0.0,0.0,,,,,,,
301288,1,2020-01-23,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1555,0.0,0.0,1620,1602.0,-18.0,0.0,0.0,,,,,,,
301289,1,2020-01-23,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",605,-1.0,0.0,640,629.0,-11.0,0.0,0.0,,,,,,,
301290,1,2020-01-23,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1115,-9.0,0.0,1140,1109.0,-31.0,0.0,0.0,,,,,,,
301291,1,2020-01-23,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1855,9.0,9.0,1915,1908.0,-7.0,0.0,0.0,,,,,,,
301292,1,2020-01-23,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",715,3.0,3.0,750,745.0,-5.0,0.0,0.0,,,,,,,
301293,1,2020-01-23,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",1410,-3.0,0.0,1440,1414.0,-26.0,0.0,0.0,,,,,,,
301294,1,2020-01-23,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",935,-5.0,0.0,1025,958.0,-27.0,0.0,0.0,,,,,,,
301295,1,2020-01-23,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1920,180.0,180.0,2000,2247.0,167.0,167.0,0.0,,163.0,0.0,0.0,0.0,4.0,
301296,1,2020-01-23,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1215,-1.0,0.0,1300,1246.0,-14.0,0.0,0.0,,,,,,,
301614,1,2020-01-23,WN,DEN,"Denver, CO",CLE,"Cleveland, OH",1815,-3.0,0.0,2300,2257.0,-3.0,0.0,0.0,,,,,,,
302733,1,2020-01-23,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1350,78.0,78.0,1600,1722.0,82.0,82.0,0.0,,75.0,0.0,4.0,0.0,3.0,
302734,1,2020-01-23,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",800,-4.0,0.0,1015,1018.0,3.0,3.0,0.0,,,,,,,
302735,1,2020-01-23,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1625,1.0,1.0,1840,1844.0,4.0,4.0,0.0,,,,,,,
302736,1,2020-01-23,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",2225,42.0,42.0,45,114.0,29.0,29.0,0.0,,14.0,0.0,0.0,0.0,15.0,
302914,1,2020-01-23,WN,MKE,"Milwaukee, WI",CLE,"Cleveland, OH",655,-4.0,0.0,920,927.0,7.0,7.0,0.0,,,,,,,
302979,1,2020-01-25,WN,LAS,"Las Vegas, NV",CLE,"Cleveland, OH",855,14.0,14.0,1555,1603.0,8.0,8.0,0.0,,,,,,,
303322,1,2020-01-25,WN,MCO,"Orlando, FL",CLE,"Cleveland, OH",1805,-1.0,0.0,2030,2028.0,-2.0,0.0,0.0,,,,,,,
303323,1,2020-01-25,WN,MCO,"Orlando, FL",CLE,"Cleveland, OH",1205,-1.0,0.0,1435,1424.0,-11.0,0.0,0.0,,,,,,,
303446,1,2020-01-25,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",1930,1.0,1.0,2150,2132.0,-18.0,0.0,0.0,,,,,,,
303447,1,2020-01-25,WN,MDW,"Chicago, IL",CLE,"Cleveland, OH",930,6.0,6.0,1145,1151.0,6.0,6.0,0.0,,,,,,,
303852,1,2020-01-25,WN,PHX,"Phoenix, AZ",CLE,"Cleveland, OH",1420,34.0,34.0,2000,2030.0,30.0,30.0,0.0,,11.0,0.0,0.0,0.0,19.0,
304075,1,2020-01-25,WN,RSW,"Fort Myers, FL",CLE,"Cleveland, OH",1230,-3.0,0.0,1505,1516.0,11.0,11.0,0.0,,,,,,,
304441,1,2020-01-25,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1055,9.0,9.0,1325,1349.0,24.0,24.0,0.0,,5.0,0.0,15.0,0.0,4.0,
304526,1,2020-01-25,WN,TPA,"Tampa, FL",CLE,"Cleveland, OH",1150,-2.0,0.0,1415,1423.0,8.0,8.0,0.0,,,,,,,
304647,1,2020-01-26,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",910,17.0,17.0,1055,1058.0,3.0,3.0,0.0,,,,,,,
304648,1,2020-01-26,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",2150,-7.0,0.0,2340,2322.0,-18.0,0.0,0.0,,,,,,,
304836,1,2020-01-26,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1035,-5.0,0.0,1300,1247.0,-13.0,0.0,0.0,,,,,,,
304837,1,2020-01-26,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",2130,-7.0,0.0,2350,2343.0,-7.0,0.0,0.0,,,,,,,
304838,1,2020-01-26,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1630,-5.0,0.0,1900,1849.0,-11.0,0.0,0.0,,,,,,,
305066,1,2020-01-26,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1635,-4.0,0.0,1800,1741.0,-19.0,0.0,0.0,,,,,,,
305067,1,2020-01-26,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",2015,3.0,3.0,2135,2134.0,-1.0,0.0,0.0,,,,,,,
305204,1,2020-01-26,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",800,-6.0,0.0,1005,949.0,-16.0,0.0,0.0,,,,,,,
305205,1,2020-01-26,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",1655,8.0,8.0,1855,1854.0,-1.0,0.0,0.0,,,,,,,
305206,1,2020-01-26,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1335,-6.0,0.0,1415,1349.0,-26.0,0.0,0.0,,,,,,,
305207,1,2020-01-26,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1730,-1.0,0.0,1815,1810.0,-5.0,0.0,0.0,,,,,,,
305208,1,2020-01-26,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",2010,-7.0,0.0,2130,2129.0,-1.0,0.0,0.0,,,,,,,
305209,1,2020-01-26,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",605,0.0,0.0,730,723.0,-7.0,0.0,0.0,,,,,,,
305210,1,2020-01-26,WN,CLE,"Cleveland, OH",DEN,"Denver, CO",1135,-2.0,0.0,1315,1236.0,-39.0,0.0,0.0,,,,,,,
305211,1,2020-01-26,WN,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1420,-4.0,0.0,1615,1547.0,-28.0,0.0,0.0,,,,,,,
305212,1,2020-01-26,WN,CLE,"Cleveland, OH",MCO,"Orlando, FL",1320,-1.0,0.0,1550,1536.0,-14.0,0.0,0.0,,,,,,,
305213,1,2020-01-26,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1835,-6.0,0.0,1900,1909.0,9.0,9.0,0.0,,,,,,,
305214,1,2020-01-26,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",710,-1.0,0.0,745,723.0,-22.0,0.0,0.0,,,,,,,
305215,1,2020-01-26,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1600,3.0,3.0,1625,1609.0,-16.0,0.0,0.0,,,,,,,
305216,1,2020-01-26,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",1515,-6.0,0.0,1550,1515.0,-35.0,0.0,0.0,,,,,,,
305217,1,2020-01-26,WN,CLE,"Cleveland, OH",PHX,"Phoenix, AZ",700,-1.0,0.0,1005,912.0,-53.0,0.0,0.0,,,,,,,
305218,1,2020-01-26,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1230,-7.0,0.0,1315,1246.0,-29.0,0.0,0.0,,,,,,,
305219,1,2020-01-26,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1945,-4.0,0.0,2025,2023.0,-2.0,0.0,0.0,,,,,,,
305220,1,2020-01-26,WN,CLE,"Cleveland, OH",TPA,"Tampa, FL",745,1.0,1.0,1030,1014.0,-16.0,0.0,0.0,,,,,,,
305515,1,2020-01-19,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",920,-3.0,0.0,1150,1140.0,-10.0,0.0,0.0,,,,,,,
305636,1,2020-01-19,WN,TPA,"Tampa, FL",CLE,"Cleveland, OH",1205,40.0,40.0,1440,1459.0,19.0,19.0,0.0,,19.0,0.0,0.0,0.0,0.0,
305776,1,2020-01-20,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",850,-4.0,0.0,1035,1017.0,-18.0,0.0,0.0,,,,,,,
305777,1,2020-01-20,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",2000,67.0,67.0,2145,2242.0,57.0,57.0,0.0,,0.0,0.0,0.0,0.0,57.0,
305984,1,2020-01-20,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1245,-2.0,0.0,1510,1501.0,-9.0,0.0,0.0,,,,,,,
305985,1,2020-01-20,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",2020,-5.0,0.0,2245,2241.0,-4.0,0.0,0.0,,,,,,,
306226,1,2020-01-20,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",2140,-6.0,0.0,2305,2238.0,-27.0,0.0,0.0,,,,,,,
306227,1,2020-01-20,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1210,11.0,11.0,1330,1327.0,-3.0,0.0,0.0,,,,,,,
306228,1,2020-01-20,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1650,14.0,14.0,1815,1814.0,-1.0,0.0,0.0,,,,,,,
306372,1,2020-01-20,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",800,-1.0,0.0,1005,958.0,-7.0,0.0,0.0,,,,,,,
306373,1,2020-01-20,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1550,-4.0,0.0,1635,1621.0,-14.0,0.0,0.0,,,,,,,
306374,1,2020-01-20,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1645,181.0,181.0,1805,2116.0,191.0,191.0,0.0,,181.0,0.0,10.0,0.0,0.0,
306375,1,2020-01-20,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1000,259.0,259.0,1125,1524.0,239.0,239.0,0.0,,239.0,0.0,0.0,0.0,0.0,
306376,1,2020-01-20,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",620,-8.0,0.0,755,804.0,9.0,9.0,0.0,,,,,,,
306377,1,2020-01-20,WN,CLE,"Cleveland, OH",DEN,"Denver, CO",1050,1.0,1.0,1220,1209.0,-11.0,0.0,0.0,,,,,,,
306378,1,2020-01-20,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1555,-3.0,0.0,1620,1559.0,-21.0,0.0,0.0,,,,,,,
306379,1,2020-01-20,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",605,-3.0,0.0,640,638.0,-2.0,0.0,0.0,,,,,,,
306380,1,2020-01-20,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1115,-5.0,0.0,1140,1119.0,-21.0,0.0,0.0,,,,,,,
306381,1,2020-01-20,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1855,12.0,12.0,1915,1923.0,8.0,8.0,0.0,,,,,,,
306382,1,2020-01-20,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",715,-1.0,0.0,750,748.0,-2.0,0.0,0.0,,,,,,,
306383,1,2020-01-20,WN,CLE,"Cleveland, OH",MKE,"Milwaukee, WI",1410,82.0,82.0,1440,1547.0,67.0,67.0,0.0,,67.0,0.0,0.0,0.0,0.0,
306384,1,2020-01-20,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",935,-1.0,0.0,1025,1012.0,-13.0,0.0,0.0,,,,,,,
306385,1,2020-01-20,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1920,2.0,2.0,2000,1956.0,-4.0,0.0,0.0,,,,,,,
306386,1,2020-01-20,WN,CLE,"Cleveland, OH",STL,"St. Louis, MO",1215,7.0,7.0,1300,1249.0,-11.0,0.0,0.0,,,,,,,
306720,1,2020-01-03,WN,MKE,"Milwaukee, WI",CLE,"Cleveland, OH",2015,11.0,11.0,2220,2223.0,3.0,3.0,0.0,,,,,,,
307940,1,2020-01-03,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1440,12.0,12.0,1705,1707.0,2.0,2.0,0.0,,,,,,,
307941,1,2020-01-03,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",2045,-4.0,0.0,2310,2249.0,-21.0,0.0,0.0,,,,,,,
308187,1,2020-01-04,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",1915,7.0,7.0,2055,2100.0,5.0,5.0,0.0,,,,,,,
308333,1,2020-01-04,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1825,5.0,5.0,2045,2045.0,0.0,0.0,0.0,,,,,,,
308334,1,2020-01-04,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1035,12.0,12.0,1305,1256.0,-9.0,0.0,0.0,,,,,,,
308515,1,2020-01-04,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",2125,42.0,42.0,2245,2318.0,33.0,33.0,0.0,,0.0,0.0,0.0,0.0,33.0,
308516,1,2020-01-04,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1040,0.0,0.0,1200,1148.0,-12.0,0.0,0.0,,,,,,,
308517,1,2020-01-04,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",840,-3.0,0.0,1000,958.0,-2.0,0.0,0.0,,,,,,,
308635,1,2020-01-04,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",1635,4.0,4.0,1825,1816.0,-9.0,0.0,0.0,,,,,,,
308636,1,2020-01-04,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",725,-1.0,0.0,925,928.0,3.0,3.0,0.0,,,,,,,
308637,1,2020-01-04,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",600,-1.0,0.0,640,641.0,1.0,1.0,0.0,,,,,,,
308638,1,2020-01-04,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1445,88.0,88.0,1525,1632.0,67.0,67.0,0.0,,4.0,0.0,0.0,0.0,63.0,
308639,1,2020-01-04,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",610,6.0,6.0,730,725.0,-5.0,0.0,0.0,,,,,,,
308640,1,2020-01-04,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1615,12.0,12.0,1735,1742.0,7.0,7.0,0.0,,,,,,,
308641,1,2020-01-04,WN,CLE,"Cleveland, OH",BWI,"Baltimore, MD",1145,28.0,28.0,1305,1335.0,30.0,30.0,0.0,,23.0,0.0,2.0,0.0,5.0,
308642,1,2020-01-04,WN,CLE,"Cleveland, OH",DEN,"Denver, CO",1100,-6.0,0.0,1225,1155.0,-30.0,0.0,0.0,,,,,,,
308643,1,2020-01-04,WN,CLE,"Cleveland, OH",LAS,"Las Vegas, NV",1405,7.0,7.0,1550,1540.0,-10.0,0.0,0.0,,,,,,,
308644,1,2020-01-04,WN,CLE,"Cleveland, OH",MCO,"Orlando, FL",615,-2.0,0.0,850,853.0,3.0,3.0,0.0,,,,,,,
308645,1,2020-01-04,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",1740,-4.0,0.0,1805,1757.0,-8.0,0.0,0.0,,,,,,,
308646,1,2020-01-04,WN,CLE,"Cleveland, OH",MDW,"Chicago, IL",700,3.0,3.0,725,716.0,-9.0,0.0,0.0,,,,,,,
308647,1,2020-01-04,WN,CLE,"Cleveland, OH",TPA,"Tampa, FL",1235,-1.0,0.0,1510,1522.0,12.0,12.0,0.0,,,,,,,
308891,1,2020-01-04,WN,DEN,"Denver, CO",CLE,"Cleveland, OH",1100,10.0,10.0,1540,1549.0,9.0,9.0,0.0,,,,,,,
309406,1,2020-01-09,WN,MKE,"Milwaukee, WI",CLE,"Cleveland, OH",655,-7.0,0.0,920,846.0,-34.0,0.0,0.0,,,,,,,
310586,1,2020-01-09,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1235,-3.0,0.0,1505,1451.0,-14.0,0.0,0.0,,,,,,,
310587,1,2020-01-09,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",1850,-2.0,0.0,2125,2114.0,-11.0,0.0,0.0,,,,,,,
310588,1,2020-01-09,WN,STL,"St. Louis, MO",CLE,"Cleveland, OH",910,-6.0,0.0,1140,1122.0,-18.0,0.0,0.0,,,,,,,
310829,1,2020-01-10,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",850,-2.0,0.0,1035,1019.0,-16.0,0.0,0.0,,,,,,,
310830,1,2020-01-10,WN,ATL,"Atlanta, GA",CLE,"Cleveland, OH",2000,-7.0,0.0,2145,2135.0,-10.0,0.0,0.0,,,,,,,
311037,1,2020-01-10,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",1245,-6.0,0.0,1510,1457.0,-13.0,0.0,0.0,,,,,,,
311038,1,2020-01-10,WN,BNA,"Nashville, TN",CLE,"Cleveland, OH",2020,5.0,5.0,2245,2242.0,-3.0,0.0,0.0,,,,,,,
311280,1,2020-01-10,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",2140,-7.0,0.0,2305,2247.0,-18.0,0.0,0.0,,,,,,,
311281,1,2020-01-10,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1210,-5.0,0.0,1330,1315.0,-15.0,0.0,0.0,,,,,,,
311282,1,2020-01-10,WN,BWI,"Baltimore, MD",CLE,"Cleveland, OH",1650,0.0,0.0,1815,1759.0,-16.0,0.0,0.0,,,,,,,
311426,1,2020-01-10,WN,CLE,"Cleveland, OH",ATL,"Atlanta, GA",800,181.0,181.0,1005,1248.0,163.0,163.0,0.0,,163.0,0.0,0.0,0.0,0.0,
311427,1,2020-01-10,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",1550,-5.0,0.0,1635,1606.0,-29.0,0.0,0.0,,,,,,,
311428,1,2020-01-10,WN,CLE,"Cleveland, OH",BNA,"Nashville, TN",700,-4.0,0.0,750,725.0,-25.0,0.0,0.0,,,,,,,
