"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-12-05,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-2.00,0.00,"2058",4.00,4.00,0.00,,,,,,
2017-12-05,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1700",-4.00,0.00,"1921",-24.00,0.00,0.00,,,,,,
2017-12-05,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1515",-3.00,0.00,"1941",-12.00,0.00,0.00,,,,,,
2017-12-05,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1145",-1.00,0.00,"1417",-15.00,0.00,0.00,,,,,,
2017-12-05,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",-7.00,0.00,"2229",-34.00,0.00,0.00,,,,,,
2017-12-06,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",-5.00,0.00,"1742",-12.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1015",-2.00,0.00,"1134",-1.00,0.00,0.00,,,,,,
2017-12-06,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1225",-13.00,0.00,"1322",-10.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1849",-5.00,0.00,"2005",-4.00,0.00,0.00,,,,,,
2017-12-06,"AS","BET","Bethel, AK","ANC","Anchorage, AK","2052",9.00,9.00,"2215",16.00,16.00,0.00,0.00,0.00,7.00,9.00,0.00,
2017-12-06,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","1508",-14.00,0.00,"1550",-17.00,0.00,0.00,,,,,,
2017-12-06,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1725",-14.00,0.00,"1811",-2.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","1447",-7.00,0.00,"1624",-6.00,0.00,0.00,,,,,,
2017-12-06,"AS","BRW","Barrow, AK","ANC","Anchorage, AK","1909",-3.00,0.00,"2108",10.00,10.00,0.00,,,,,,
2017-12-06,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1028",-16.00,0.00,"1109",-5.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","0747",-2.00,0.00,"0917",-13.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1433",-8.00,0.00,"1537",3.00,3.00,0.00,,,,,,
2017-12-06,"AS","BRW","Barrow, AK","FAI","Fairbanks, AK","1212",-3.00,0.00,"1342",4.00,4.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","KTN","Ketchikan, AK","0750",-16.00,0.00,"0827",-28.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","0953",-18.00,0.00,"1231",-14.00,0.00,0.00,,,,,,
2017-12-06,"AS","CDV","Cordova, AK","ANC","Anchorage, AK","1324",-27.00,0.00,"1347",-25.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","JNU","Juneau, AK","0729",-11.00,0.00,"0847",-17.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","YAK","Yakutat, AK","0958",-18.00,0.00,"1036",-23.00,0.00,0.00,,,,,,
2017-12-06,"AS","YAK","Yakutat, AK","CDV","Cordova, AK","1144",-26.00,0.00,"1213",-24.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1351",-25.00,0.00,"1632",-11.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","SIT","Sitka, AK","1023",-15.00,0.00,"1047",-22.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","0741",-2.00,0.00,"0927",8.00,8.00,0.00,,,,,,
2017-12-06,"AS","SIT","Sitka, AK","KTN","Ketchikan, AK","1200",-24.00,0.00,"1221",-27.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","PSG","Petersburg, AK","1332",-16.00,0.00,"1358",-19.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","1105",-6.00,0.00,"1232",-11.00,0.00,0.00,,,,,,
2017-12-06,"AS","PSG","Petersburg, AK","WRG","Wrangell, AK","1514",-15.00,0.00,"1521",-17.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1744",-18.00,0.00,"2016",-20.00,0.00,0.00,,,,,,
2017-12-06,"AS","WRG","Wrangell, AK","KTN","Ketchikan, AK","1623",-16.00,0.00,"1646",-9.00,0.00,0.00,,,,,,
2017-12-06,"AS","PSG","Petersburg, AK","JNU","Juneau, AK","1204",-1.00,0.00,"1254",5.00,5.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","0739",-9.00,0.00,"0854",12.00,12.00,0.00,,,,,,
2017-12-06,"AS","WRG","Wrangell, AK","PSG","Petersburg, AK","1056",14.00,14.00,"1132",13.00,13.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","1344",-7.00,0.00,"1525",-2.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","WRG","Wrangell, AK","0925",15.00,15.00,"1037",26.00,26.00,0.00,3.00,0.00,11.00,0.00,12.00,
2017-12-06,"AS","ANC","Anchorage, AK","CDV","Cordova, AK","1524",-11.00,0.00,"1603",-11.00,0.00,0.00,,,,,,
2017-12-06,"AS","CDV","Cordova, AK","YAK","Yakutat, AK","1704",-15.00,0.00,"1743",-11.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","SEA","Seattle, WA","2020",-8.00,0.00,"2325",-19.00,0.00,0.00,,,,,,
2017-12-06,"AS","YAK","Yakutat, AK","JNU","Juneau, AK","1842",-36.00,0.00,"1908",-21.00,0.00,0.00,,,,,,
2017-12-06,"AS","SIT","Sitka, AK","JNU","Juneau, AK","1907",-18.00,0.00,"1919",-31.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","SIT","Sitka, AK","1720",-15.00,0.00,"1754",-28.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1530",-12.00,0.00,"1610",-20.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","2050",-12.00,0.00,"2219",-10.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1915",-5.00,0.00,"2013",-3.00,0.00,0.00,,,,,,
2017-12-06,"AS","KTN","Ketchikan, AK","JNU","Juneau, AK","2115",-26.00,0.00,"2158",-19.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","SIT","Sitka, AK","2247",-23.00,0.00,"2300",-33.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2005",-6.00,0.00,"2139",-4.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","0736",-18.00,0.00,"0905",-14.00,0.00,0.00,,,,,,
2017-12-06,"AS","SIT","Sitka, AK","JNU","Juneau, AK","0600",-17.00,0.00,"0623",-18.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1100",10.00,10.00,"1551",28.00,28.00,0.00,0.00,0.00,18.00,0.00,10.00,
2017-12-06,"AS","SEA","Seattle, WA","JNU","Juneau, AK","1030",-3.00,0.00,"1151",-14.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","SEA","Seattle, WA","1319",-6.00,0.00,"1628",-13.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1000",14.00,14.00,"1442",10.00,10.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0555",0.00,0.00,"0824",-27.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1800",-12.00,0.00,"2220",-12.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0735",-2.00,0.00,"1019",-5.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1640",-2.00,0.00,"2116",9.00,9.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1405",-7.00,0.00,"1836",6.00,6.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1040",-14.00,0.00,"1245",-41.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1915",-7.00,0.00,"2348",14.00,14.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2055",-16.00,0.00,"2324",-15.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0500",-14.00,0.00,"0915",-17.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1405",-4.00,0.00,"1636",-14.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-7.00,0.00,"1023",-13.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1945",0.00,0.00,"2228",0.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2330",-5.00,0.00,"0202",-25.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","2150",-6.00,0.00,"0226",12.00,12.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1645",-3.00,0.00,"1908",-21.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0050",-2.00,0.00,"0511",-4.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0802",-3.00,0.00,"1232",-2.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2125",-7.00,0.00,"2351",-25.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1945",19.00,19.00,"2242",5.00,5.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2315",3.00,3.00,"0146",-15.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2355",-3.00,0.00,"0216",-25.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1345",-8.00,0.00,"1627",-7.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","1747",-18.00,0.00,"2224",-9.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0620",16.00,16.00,"1130",25.00,25.00,0.00,0.00,16.00,9.00,0.00,0.00,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1850",3.00,3.00,"2132",4.00,4.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0126",-9.00,0.00,"0609",0.00,0.00,0.00,,,,,,
2017-12-06,"AS","PDX","Portland, OR","ANC","Anchorage, AK","0835",-10.00,0.00,"1108",-23.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","PDX","Portland, OR","0030",-9.00,0.00,"0504",-3.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","PDX","Portland, OR","1150",-1.00,0.00,"1619",-7.00,0.00,0.00,,,,,,
2017-12-06,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2205",-6.00,0.00,"0040",-18.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0125",-9.00,0.00,"0602",7.00,7.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1755",28.00,28.00,"2052",4.00,4.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","LAX","Los Angeles, CA","2315",-5.00,0.00,"0525",-11.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","OME","Nome, AK","1000",-14.00,0.00,"1108",-39.00,0.00,0.00,,,,,,
2017-12-06,"AS","OME","Nome, AK","ANC","Anchorage, AK","1237",-28.00,0.00,"1405",-3.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","1620",45.00,45.00,"1842",34.00,34.00,0.00,34.00,0.00,0.00,0.00,0.00,
2017-12-06,"AS","OME","Nome, AK","ANC","Anchorage, AK","2029",10.00,10.00,"2222",22.00,22.00,0.00,0.00,0.00,12.00,0.00,10.00,
2017-12-06,"AS","OTZ","Kotzebue, AK","OME","Nome, AK","1856",14.00,14.00,"2013",36.00,36.00,0.00,0.00,0.00,22.00,0.00,14.00,
2017-12-06,"AS","OTZ","Kotzebue, AK","ANC","Anchorage, AK","0834",-11.00,0.00,"0958",-3.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","0600",-3.00,0.00,"0733",-15.00,0.00,0.00,,,,,,
2017-12-06,"AS","ADK","Adak Island, AK","ANC","Anchorage, AK","1727",-14.00,0.00,"2101",-8.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","0545",-2.00,0.00,"0710",18.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00,
2017-12-06,"AS","ANC","Anchorage, AK","ADK","Adak Island, AK","1432",-19.00,0.00,"1607",-37.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","2309",-9.00,0.00,"2356",-16.00,0.00,0.00,,,,,,
2017-12-06,"AS","JNU","Juneau, AK","SEA","Seattle, WA","0515",-18.00,0.00,"0814",-25.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2245",-13.00,0.00,"0026",3.00,3.00,0.00,,,,,,
2017-12-06,"AS","LAX","Los Angeles, CA","ANC","Anchorage, AK","2355",-12.00,0.00,"0400",-53.00,0.00,0.00,,,,,,
2017-12-06,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1210",-10.00,0.00,"1437",-17.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1153",-17.00,0.00,"1259",-1.00,0.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","1455",-8.00,0.00,"1555",-3.00,0.00,0.00,,,,,,
2017-12-06,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1700",-4.00,0.00,"1808",2.00,2.00,0.00,,,,,,
2017-12-06,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","0950",-4.00,0.00,"1053",0.00,0.00,0.00,,,,,,
2017-12-06,"AS","OGG","Kahului, HI","ANC","Anchorage, AK","1605",28.00,28.00,"2328",21.00,21.00,0.00,0.00,21.00,0.00,0.00,0.00,
2017-12-06,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-7.00,0.00,"1031",-12.00,0.00,0.00,,,,,,
2017-12-06,"DL","FAI","Fairbanks, AK","SEA","Seattle, WA","0100",-8.00,0.00,"0536",-25.00,0.00,0.00,,,,,,
2017-12-06,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",892.00,892.00,"2111",897.00,897.00,0.00,596.00,296.00,5.00,0.00,0.00,
2017-12-06,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-3.00,0.00,"0156",,,0.00,,,,,,
2017-12-06,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1700",-4.00,0.00,"1913",-32.00,0.00,0.00,,,,,,
2017-12-06,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1515",-6.00,0.00,"1926",-27.00,0.00,0.00,,,,,,
2017-12-06,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1145",15.00,15.00,"1431",-1.00,0.00,0.00,,,,,,
2017-12-06,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",-3.00,0.00,"2236",-27.00,0.00,0.00,,,,,,
2017-12-06,"UA","ANC","Anchorage, AK","DEN","Denver, CO","2325",5.00,5.00,"0637",-9.00,0.00,0.00,,,,,,
2017-12-06,"UA","DEN","Denver, CO","ANC","Anchorage, AK","1145",-5.00,0.00,"1530",-6.00,0.00,0.00,,,,,,
2017-12-07,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",1.00,1.00,"1051",8.00,8.00,0.00,,,,,,
2017-12-07,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","2115",-9.00,0.00,"2311",-55.00,0.00,0.00,,,,,,
2017-12-07,"DL","FAI","Fairbanks, AK","SEA","Seattle, WA","0100",-1.00,0.00,"0541",-20.00,0.00,0.00,,,,,,
2017-12-07,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",-3.00,0.00,"0612",-2.00,0.00,0.00,,,,,,
2017-12-07,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-2.00,0.00,"2016",-38.00,0.00,0.00,,,,,,
2017-12-07,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1530",-5.00,0.00,"1736",-40.00,0.00,0.00,,,,,,
2017-12-07,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",-13.00,0.00,"1731",-23.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","BET","Bethel, AK","0605",60.00,60.00,"0816",50.00,50.00,0.00,50.00,0.00,0.00,0.00,0.00,
2017-12-07,"AS","BET","Bethel, AK","ANC","Anchorage, AK","0810",33.00,33.00,"0955",37.00,37.00,0.00,0.00,0.00,4.00,0.00,33.00,
2017-12-07,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1015",-3.00,0.00,"1124",-11.00,0.00,0.00,,,,,,
2017-12-07,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1225",-11.00,0.00,"1323",-9.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1849",-15.00,0.00,"1947",-22.00,0.00,0.00,,,,,,
2017-12-07,"AS","BET","Bethel, AK","ANC","Anchorage, AK","2052",-14.00,0.00,"2152",-7.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","0605",-7.00,0.00,"0706",2.00,2.00,0.00,,,,,,
2017-12-07,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","0755",-18.00,0.00,"0824",-25.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","1508",-7.00,0.00,"1609",2.00,2.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","1447",-12.00,0.00,"1609",-21.00,0.00,0.00,,,,,,
2017-12-07,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1725",-17.00,0.00,"1803",-10.00,0.00,0.00,,,,,,
2017-12-07,"AS","BRW","Barrow, AK","ANC","Anchorage, AK","1909",-13.00,0.00,"2103",5.00,5.00,0.00,,,,,,
2017-12-07,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1413",-18.00,0.00,"1505",-9.00,0.00,0.00,,,,,,
2017-12-07,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1010",-14.00,0.00,"1053",-3.00,0.00,0.00,,,,,,
2017-12-07,"AS","BRW","Barrow, AK","FAI","Fairbanks, AK","1154",-20.00,0.00,"1256",-21.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","0732",3.00,3.00,"0914",-1.00,0.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","0953",-17.00,0.00,"1235",-10.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","KTN","Ketchikan, AK","0750",-13.00,0.00,"0852",-3.00,0.00,0.00,,,,,,
2017-12-07,"AS","YAK","Yakutat, AK","CDV","Cordova, AK","1144",-18.00,0.00,"1213",-24.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","JNU","Juneau, AK","0729",-6.00,0.00,"0843",-21.00,0.00,0.00,,,,,,
2017-12-07,"AS","CDV","Cordova, AK","ANC","Anchorage, AK","1325",-20.00,0.00,"1348",-25.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","YAK","Yakutat, AK","0958",-10.00,0.00,"1044",-15.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","0741",-9.00,0.00,"0909",-10.00,0.00,0.00,,,,,,
2017-12-07,"AS","SIT","Sitka, AK","KTN","Ketchikan, AK","1200",-15.00,0.00,"1232",-16.00,0.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1351",-25.00,0.00,"1620",-23.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","SIT","Sitka, AK","1023",-17.00,0.00,"1046",-23.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","PSG","Petersburg, AK","1332",-10.00,0.00,"1406",-11.00,0.00,0.00,,,,,,
2017-12-07,"AS","PSG","Petersburg, AK","WRG","Wrangell, AK","1514",-23.00,0.00,"1510",-28.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","1105",-4.00,0.00,"1243",0.00,0.00,0.00,,,,,,
2017-12-07,"AS","WRG","Wrangell, AK","KTN","Ketchikan, AK","1623",-10.00,0.00,"1649",-6.00,0.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1744",-21.00,0.00,"2014",-22.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","1344",-18.00,0.00,"1510",-17.00,0.00,0.00,,,,,,
2017-12-07,"AS","PSG","Petersburg, AK","JNU","Juneau, AK","1204",-19.00,0.00,"1225",-24.00,0.00,0.00,,,,,,
2017-12-07,"AS","WRG","Wrangell, AK","PSG","Petersburg, AK","1056",-9.00,0.00,"1109",-10.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","0739",1.00,1.00,"0843",1.00,1.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","WRG","Wrangell, AK","0925",-1.00,0.00,"1004",-7.00,0.00,0.00,,,,,,
2017-12-07,"AS","CDV","Cordova, AK","YAK","Yakutat, AK","1704",-21.00,0.00,"1738",-16.00,0.00,0.00,,,,,,
2017-12-07,"AS","YAK","Yakutat, AK","JNU","Juneau, AK","1842",-22.00,0.00,"1903",-26.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","CDV","Cordova, AK","1524",-9.00,0.00,"1610",-5.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","SEA","Seattle, WA","2020",-16.00,0.00,"2338",-9.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","2050",-13.00,0.00,"2206",-23.00,0.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","SIT","Sitka, AK","1720",-14.00,0.00,"1801",-21.00,0.00,0.00,,,,,,
2017-12-07,"AS","SIT","Sitka, AK","JNU","Juneau, AK","1907",-14.00,0.00,"1925",-25.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1530",-8.00,0.00,"1618",-12.00,0.00,0.00,,,,,,
2017-12-07,"AS","KTN","Ketchikan, AK","JNU","Juneau, AK","2115",-19.00,0.00,"2209",-8.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1915",-9.00,0.00,"2028",12.00,12.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2005",-5.00,0.00,"2137",-6.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","SIT","Sitka, AK","2247",-18.00,0.00,"2308",-25.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","0736",-15.00,0.00,"0905",-14.00,0.00,0.00,,,,,,
2017-12-07,"AS","SIT","Sitka, AK","JNU","Juneau, AK","0600",-20.00,0.00,"0614",-27.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1100",-15.00,0.00,"1515",-8.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","JNU","Juneau, AK","1030",1.00,1.00,"1156",-9.00,0.00,0.00,,,,,,
2017-12-07,"AS","JNU","Juneau, AK","SEA","Seattle, WA","1319",-2.00,0.00,"1644",3.00,3.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1000",-7.00,0.00,"1425",-7.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0555",0.00,0.00,"0825",-26.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1800",-6.00,0.00,"2230",-2.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0735",-7.00,0.00,"0958",-26.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1620",-8.00,0.00,"2045",-2.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1405",2.00,2.00,"1836",6.00,6.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1040",-11.00,0.00,"1256",-30.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1915",-1.00,0.00,"2344",10.00,10.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0500",0.00,0.00,"0945",13.00,13.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1405",-7.00,0.00,"1615",-35.00,0.00,0.00,,,,,,
2017-12-07,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-4.00,0.00,"1036",0.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1945",-14.00,0.00,"2156",-32.00,0.00,0.00,,,,,,
2017-12-07,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2200",-10.00,0.00,"0015",-33.00,0.00,0.00,,,,,,
