"FL_DATE","OP_UNIQUE_CARRIER","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2017-12-19,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",-5.00,0.00,"0535",-39.00,0.00,0.00,,,,,,
2017-12-19,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-3.00,0.00,"2036",-18.00,0.00,0.00,,,,,,
2017-12-19,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1700",-3.00,0.00,"1946",1.00,1.00,0.00,,,,,,
2017-12-19,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1515",172.00,172.00,"2254",181.00,181.00,0.00,0.00,2.00,9.00,0.00,170.00,
2017-12-19,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1145",165.00,165.00,"1725",173.00,173.00,0.00,0.00,21.00,8.00,0.00,144.00,
2017-12-19,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",-4.00,0.00,"2258",-5.00,0.00,0.00,,,,,,
2017-12-20,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","1515",23.00,23.00,"1944",-9.00,0.00,0.00,,,,,,
2017-12-20,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1145",17.00,17.00,"1452",20.00,20.00,0.00,17.00,0.00,3.00,0.00,0.00,
2017-12-20,"DL","SEA","Seattle, WA","FAI","Fairbanks, AK","1959",-4.00,0.00,"2256",-7.00,0.00,0.00,,,,,,
2017-12-20,"UA","DEN","Denver, CO","ANC","Anchorage, AK","1118",-3.00,0.00,"1453",-11.00,0.00,0.00,,,,,,
2017-12-20,"UA","ANC","Anchorage, AK","SFO","San Francisco, CA","1555",-3.00,0.00,"2059",-30.00,0.00,0.00,,,,,,
2017-12-20,"UA","DEN","Denver, CO","ANC","Anchorage, AK","1900",34.00,34.00,"2319",31.00,31.00,0.00,31.00,0.00,0.00,0.00,0.00,
2017-12-20,"UA","SFO","San Francisco, CA","ANC","Anchorage, AK","1935",12.00,12.00,"0012",38.00,38.00,0.00,4.00,0.00,26.00,0.00,8.00,
2017-12-20,"UA","ORD","Chicago, IL","ANC","Anchorage, AK","1605",11.00,11.00,"1959",5.00,5.00,0.00,,,,,,
2017-12-20,"UA","ANC","Anchorage, AK","ORD","Chicago, IL","2045",37.00,37.00,"0601",16.00,16.00,0.00,16.00,0.00,0.00,0.00,0.00,
2017-12-20,"UA","ANC","Anchorage, AK","DEN","Denver, CO","2340",24.00,24.00,"0701",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",3.00,3.00,"1806",12.00,12.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1000",8.00,8.00,"1201",41.00,41.00,0.00,8.00,0.00,33.00,0.00,0.00,
2017-12-20,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1210",45.00,45.00,"1412",55.00,55.00,0.00,0.00,0.00,10.00,45.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1849",-7.00,0.00,"2001",-8.00,0.00,0.00,,,,,,
2017-12-20,"AS","BET","Bethel, AK","ANC","Anchorage, AK","2052",5.00,5.00,"2205",6.00,6.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","1508",-10.00,0.00,"1549",-18.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","1447",108.00,108.00,"1827",117.00,117.00,0.00,108.00,0.00,9.00,0.00,0.00,
2017-12-20,"AS","BRW","Barrow, AK","ANC","Anchorage, AK","1909",94.00,94.00,"2231",93.00,93.00,0.00,0.00,0.00,0.00,17.00,76.00,
2017-12-20,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1725",92.00,92.00,"1940",87.00,87.00,0.00,0.00,0.00,0.00,0.00,87.00,
2017-12-20,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1028",-14.00,0.00,"1101",-13.00,0.00,0.00,,,,,,
2017-12-20,"AS","BRW","Barrow, AK","FAI","Fairbanks, AK","1212",-5.00,0.00,"1333",-5.00,0.00,0.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1433",-14.00,0.00,"1528",-6.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","0747",-11.00,0.00,"0922",-8.00,0.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","0953",-21.00,0.00,"1235",-10.00,0.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","KTN","Ketchikan, AK","0750",-11.00,0.00,"0852",-3.00,0.00,0.00,,,,,,
2017-12-20,"AS","YAK","Yakutat, AK","CDV","Cordova, AK","1144",124.00,124.00,"1438",121.00,121.00,0.00,0.00,54.00,0.00,0.00,67.00,
2017-12-20,"AS","CDV","Cordova, AK","ANC","Anchorage, AK","1324",98.00,98.00,"1558",106.00,106.00,0.00,0.00,0.00,8.00,0.00,98.00,
2017-12-20,"AS","JNU","Juneau, AK","YAK","Yakutat, AK","0958",59.00,59.00,"1206",67.00,67.00,0.00,0.00,0.00,8.00,0.00,59.00,
2017-12-20,"AS","SEA","Seattle, WA","JNU","Juneau, AK","0729",26.00,26.00,"1022",78.00,78.00,0.00,0.00,0.00,52.00,0.00,26.00,
2017-12-20,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","0741",0.00,0.00,"0920",1.00,1.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1351",-18.00,0.00,"1621",-22.00,0.00,0.00,,,,,,
2017-12-20,"AS","SIT","Sitka, AK","KTN","Ketchikan, AK","1200",1.00,1.00,"1248",0.00,0.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","SIT","Sitka, AK","1023",18.00,18.00,"1119",10.00,10.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","PSG","Petersburg, AK","1332",2.00,2.00,"1437",20.00,20.00,0.00,0.00,0.00,20.00,0.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","1105",-9.00,0.00,"1250",7.00,7.00,0.00,,,,,,
2017-12-20,"AS","PSG","Petersburg, AK","WRG","Wrangell, AK","1514",-5.00,0.00,"1545",7.00,7.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1744",-14.00,0.00,"2022",-14.00,0.00,0.00,,,,,,
2017-12-20,"AS","WRG","Wrangell, AK","KTN","Ketchikan, AK","1623",-12.00,0.00,"1647",-8.00,0.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","1344",-3.00,0.00,"1534",7.00,7.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","WRG","Wrangell, AK","0925",5.00,5.00,"1012",1.00,1.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","0739",4.00,4.00,"0850",8.00,8.00,0.00,,,,,,
2017-12-20,"AS","WRG","Wrangell, AK","PSG","Petersburg, AK","1056",-11.00,0.00,"1106",-13.00,0.00,0.00,,,,,,
2017-12-20,"AS","PSG","Petersburg, AK","JNU","Juneau, AK","1204",-5.00,0.00,"1305",16.00,16.00,0.00,0.00,0.00,16.00,0.00,0.00,
2017-12-20,"AS","CDV","Cordova, AK","YAK","Yakutat, AK","1704",-18.00,0.00,"1742",-12.00,0.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","SEA","Seattle, WA","2020",-7.00,0.00,"2322",-22.00,0.00,0.00,,,,,,
2017-12-20,"AS","YAK","Yakutat, AK","JNU","Juneau, AK","1842",-33.00,0.00,"1901",-28.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","CDV","Cordova, AK","1524",-11.00,0.00,"1612",-2.00,0.00,0.00,,,,,,
2017-12-20,"AS","SIT","Sitka, AK","JNU","Juneau, AK","1907",10.00,10.00,"1951",1.00,1.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","2050",-2.00,0.00,"2227",-2.00,0.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","SIT","Sitka, AK","1720",2.00,2.00,"1836",14.00,14.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1530",-4.00,0.00,"1629",-1.00,0.00,0.00,,,,,,
2017-12-20,"AS","KTN","Ketchikan, AK","JNU","Juneau, AK","2115",-17.00,0.00,"2207",-10.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1915",0.00,0.00,"2019",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","SIT","Sitka, AK","2247",-23.00,0.00,"2301",-32.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2005",-8.00,0.00,"2127",-16.00,0.00,0.00,,,,,,
2017-12-20,"AS","SIT","Sitka, AK","JNU","Juneau, AK","0600",-3.00,0.00,"0634",-7.00,0.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","0736",-1.00,0.00,"0919",0.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","JNU","Juneau, AK","1030",21.00,21.00,"1230",25.00,25.00,0.00,0.00,0.00,4.00,0.00,21.00,
2017-12-20,"AS","JNU","Juneau, AK","SEA","Seattle, WA","1319",11.00,11.00,"1652",11.00,11.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1015",-11.00,0.00,"1442",-5.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0555",-3.00,0.00,"0844",-7.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1800",0.00,0.00,"2207",-25.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","0735",-1.00,0.00,"1050",26.00,26.00,0.00,0.00,0.00,26.00,0.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1640",-7.00,0.00,"2047",-20.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2300",46.00,46.00,"0310",82.00,82.00,0.00,0.00,1.00,36.00,0.00,45.00,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1405",20.00,20.00,"1836",6.00,6.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1100",0.00,0.00,"1404",18.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2055",0.00,0.00,"0001",22.00,22.00,0.00,0.00,0.00,22.00,0.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0500",-6.00,0.00,"0912",-20.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1405",0.00,0.00,"1657",7.00,7.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-7.00,0.00,"1039",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1945",-8.00,0.00,"2241",13.00,13.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1240",-6.00,0.00,"1640",-29.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2330",-9.00,0.00,"0229",2.00,2.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","2150",-5.00,0.00,"0150",-26.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1645",0.00,0.00,"1933",4.00,4.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0050",19.00,19.00,"0521",6.00,6.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0802",-7.00,0.00,"1225",-9.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0645",-13.00,0.00,"1059",-22.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2125",0.00,0.00,"0010",-6.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1945",1.00,1.00,"2303",26.00,26.00,0.00,0.00,0.00,26.00,0.00,0.00,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2315",19.00,19.00,"0251",50.00,50.00,0.00,19.00,0.00,31.00,0.00,0.00,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","2355",-8.00,0.00,"0254",13.00,13.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","1345",-4.00,0.00,"1637",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","1747",38.00,38.00,"2250",17.00,17.00,0.00,17.00,0.00,0.00,0.00,0.00,
2017-12-20,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2010",-12.00,0.00,"2307",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0615",-4.00,0.00,"1050",-10.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1855",5.00,5.00,"2202",24.00,24.00,0.00,0.00,0.00,24.00,0.00,0.00,
2017-12-20,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","0126",13.00,13.00,"0619",10.00,10.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","PDX","Portland, OR","2359",-8.00,0.00,"0356",-40.00,0.00,0.00,,,,,,
2017-12-20,"AS","PDX","Portland, OR","ANC","Anchorage, AK","0835",-1.00,0.00,"1137",6.00,6.00,0.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","SEA","Seattle, WA","2345",17.00,17.00,"0407",-11.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","FAI","Fairbanks, AK","2125",-4.00,0.00,"0047",21.00,21.00,0.00,0.00,0.00,21.00,0.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","PDX","Portland, OR","0030",13.00,13.00,"0506",-1.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","ORD","Chicago, IL","2305",-3.00,0.00,"0811",-24.00,0.00,0.00,,,,,,
2017-12-20,"AS","ORD","Chicago, IL","ANC","Anchorage, AK","0950",0.00,0.00,"1350",-1.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","PDX","Portland, OR","1150",6.00,6.00,"1628",2.00,2.00,0.00,,,,,,
2017-12-20,"AS","PDX","Portland, OR","ANC","Anchorage, AK","2205",-1.00,0.00,"0101",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","0130",-8.00,0.00,"0527",-33.00,0.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1755",14.00,14.00,"2105",17.00,17.00,0.00,2.00,0.00,3.00,0.00,12.00,
2017-12-20,"AS","ANC","Anchorage, AK","LAX","Los Angeles, CA","2315",-8.00,0.00,"0435",-61.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","OME","Nome, AK","1000",,,"",,,1.00,,,,,,
2017-12-20,"AS","OME","Nome, AK","ANC","Anchorage, AK","1242",,,"",,,1.00,,,,,,
2017-12-20,"AS","OME","Nome, AK","ANC","Anchorage, AK","2029",,,"",,,1.00,,,,,,
2017-12-20,"AS","OTZ","Kotzebue, AK","OME","Nome, AK","1856",,,"",,,1.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","1620",,,"",,,1.00,,,,,,
2017-12-20,"AS","OTZ","Kotzebue, AK","ANC","Anchorage, AK","0834",,,"",,,1.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","OTZ","Kotzebue, AK","0600",14.00,14.00,"",,,1.00,,,,,,
2017-12-20,"AS","ADK","Adak Island, AK","ANC","Anchorage, AK","1715",,,"",,,1.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","0545",-4.00,0.00,"0702",9.00,9.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","ADK","Adak Island, AK","1413",,,"",,,1.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","SEA","Seattle, WA","1200",134.00,134.00,"1852",143.00,143.00,0.00,134.00,0.00,9.00,0.00,0.00,
2017-12-20,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","2309",24.00,24.00,"0026",14.00,14.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","PHX","Phoenix, AZ","1005",1.00,1.00,"1733",-3.00,0.00,0.00,,,,,,
2017-12-20,"AS","PHX","Phoenix, AZ","ANC","Anchorage, AK","1840",-5.00,0.00,"2244",3.00,3.00,0.00,,,,,,
2017-12-20,"AS","JNU","Juneau, AK","SEA","Seattle, WA","0515",3.00,3.00,"0845",6.00,6.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","2245",28.00,28.00,"0048",25.00,25.00,0.00,25.00,0.00,0.00,0.00,0.00,
2017-12-20,"AS","LAX","Los Angeles, CA","ANC","Anchorage, AK","2355",13.00,13.00,"0454",1.00,1.00,0.00,,,,,,
2017-12-20,"AS","SEA","Seattle, WA","ANC","Anchorage, AK","1210",-6.00,0.00,"1512",18.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00,
2017-12-20,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1153",-7.00,0.00,"1305",5.00,5.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","1455",17.00,17.00,"1612",14.00,14.00,0.00,,,,,,
2017-12-20,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1700",-6.00,0.00,"1752",-14.00,0.00,0.00,,,,,,
2017-12-20,"AS","ANC","Anchorage, AK","FAI","Fairbanks, AK","0950",1.00,1.00,"1106",13.00,13.00,0.00,,,,,,
2017-12-20,"AS","OGG","Kahului, HI","ANC","Anchorage, AK","1605",150.00,150.00,"0057",110.00,110.00,0.00,0.00,0.00,0.00,0.00,110.00,
2017-12-20,"AS","ANC","Anchorage, AK","HNL","Honolulu, HI","1625",-7.00,0.00,"2147",-6.00,0.00,0.00,,,,,,
2017-12-20,"AS","HNL","Honolulu, HI","ANC","Anchorage, AK","2345",-4.00,0.00,"0617",-58.00,0.00,0.00,,,,,,
2017-12-20,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-2.00,0.00,"1032",-11.00,0.00,0.00,,,,,,
2017-12-20,"DL","FAI","Fairbanks, AK","SEA","Seattle, WA","0100",-2.00,0.00,"0544",-17.00,0.00,0.00,,,,,,
2017-12-20,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",-7.00,0.00,"0538",-36.00,0.00,0.00,,,,,,
2017-12-20,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-1.00,0.00,"2036",-18.00,0.00,0.00,,,,,,
2017-12-20,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","1700",6.00,6.00,"1951",6.00,6.00,0.00,,,,,,
2017-12-21,"DL","ANC","Anchorage, AK","SEA","Seattle, WA","0600",-6.00,0.00,"1011",-32.00,0.00,0.00,,,,,,
2017-12-21,"DL","SEA","Seattle, WA","ANC","Anchorage, AK","2115",-4.00,0.00,"2354",-12.00,0.00,0.00,,,,,,
2017-12-21,"DL","ANC","Anchorage, AK","MSP","Minneapolis, MN","2150",-8.00,0.00,"0544",-30.00,0.00,0.00,,,,,,
2017-12-21,"DL","MSP","Minneapolis, MN","ANC","Anchorage, AK","1730",-2.00,0.00,"2002",-52.00,0.00,0.00,,,,,,
2017-12-21,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","1655",7.00,7.00,"1752",-2.00,0.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","BET","Bethel, AK","0605",-5.00,0.00,"0723",-3.00,0.00,0.00,,,,,,
2017-12-21,"AS","BET","Bethel, AK","ANC","Anchorage, AK","0810",-5.00,0.00,"0916",-2.00,0.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1015",0.00,0.00,"1129",-6.00,0.00,0.00,,,,,,
2017-12-21,"AS","BET","Bethel, AK","ANC","Anchorage, AK","1225",-4.00,0.00,"1331",-1.00,0.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","BET","Bethel, AK","1849",-5.00,0.00,"2004",-5.00,0.00,0.00,,,,,,
2017-12-21,"AS","BET","Bethel, AK","ANC","Anchorage, AK","2052",10.00,10.00,"2229",30.00,30.00,0.00,0.00,0.00,20.00,10.00,0.00,
2017-12-21,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","0605",9.00,9.00,"0742",38.00,38.00,0.00,0.00,0.00,38.00,0.00,0.00,
2017-12-21,"AS","ADQ","Kodiak, AK","ANC","Anchorage, AK","0755",26.00,26.00,"0913",24.00,24.00,0.00,0.00,0.00,0.00,0.00,24.00,
2017-12-21,"AS","ANC","Anchorage, AK","ADQ","Kodiak, AK","1508",18.00,18.00,"1631",24.00,24.00,0.00,0.00,0.00,6.00,0.00,18.00,
2017-12-21,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","1447",-9.00,0.00,"1616",-14.00,0.00,0.00,,,,,,
2017-12-21,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1725",-24.00,0.00,"1751",-22.00,0.00,0.00,,,,,,
2017-12-21,"AS","BRW","Barrow, AK","ANC","Anchorage, AK","1909",-7.00,0.00,"2056",-2.00,0.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","SCC","Deadhorse, AK","0732",-8.00,0.00,"0925",10.00,10.00,0.00,,,,,,
2017-12-21,"AS","SCC","Deadhorse, AK","BRW","Barrow, AK","1010",-4.00,0.00,"1112",16.00,16.00,0.00,0.00,0.00,16.00,0.00,0.00,
2017-12-21,"AS","FAI","Fairbanks, AK","ANC","Anchorage, AK","1413",8.00,8.00,"1524",10.00,10.00,0.00,,,,,,
2017-12-21,"AS","BRW","Barrow, AK","FAI","Fairbanks, AK","1154",5.00,5.00,"1335",18.00,18.00,0.00,0.00,0.00,18.00,0.00,0.00,
2017-12-21,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","0953",-14.00,0.00,"1232",-13.00,0.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","KTN","Ketchikan, AK","0750",2.00,2.00,"0859",4.00,4.00,0.00,,,,,,
2017-12-21,"AS","SEA","Seattle, WA","JNU","Juneau, AK","0729",-1.00,0.00,"0929",25.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00,
2017-12-21,"AS","CDV","Cordova, AK","ANC","Anchorage, AK","1325",-6.00,0.00,"1406",-7.00,0.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","YAK","Yakutat, AK","0958",16.00,16.00,"1105",6.00,6.00,0.00,,,,,,
2017-12-21,"AS","YAK","Yakutat, AK","CDV","Cordova, AK","1144",-6.00,0.00,"1231",-6.00,0.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","SIT","Sitka, AK","1023",-12.00,0.00,"1054",-15.00,0.00,0.00,,,,,,
2017-12-21,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1351",-13.00,0.00,"1620",-23.00,0.00,0.00,,,,,,
2017-12-21,"AS","SIT","Sitka, AK","KTN","Ketchikan, AK","1200",1.00,1.00,"1249",1.00,1.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","0741",-5.00,0.00,"0917",-2.00,0.00,0.00,,,,,,
2017-12-21,"AS","KTN","Ketchikan, AK","SEA","Seattle, WA","1744",-19.00,0.00,"2000",-36.00,0.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","PSG","Petersburg, AK","1332",-6.00,0.00,"1406",-11.00,0.00,0.00,,,,,,
2017-12-21,"AS","PSG","Petersburg, AK","WRG","Wrangell, AK","1514",-23.00,0.00,"1513",-25.00,0.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","JNU","Juneau, AK","1105",3.00,3.00,"1247",4.00,4.00,0.00,,,,,,
2017-12-21,"AS","WRG","Wrangell, AK","KTN","Ketchikan, AK","1623",-21.00,0.00,"1633",-22.00,0.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","1344",-12.00,0.00,"1520",-7.00,0.00,0.00,,,,,,
2017-12-21,"AS","KTN","Ketchikan, AK","WRG","Wrangell, AK","0925",33.00,33.00,"1029",18.00,18.00,0.00,0.00,0.00,0.00,0.00,18.00,
2017-12-21,"AS","PSG","Petersburg, AK","JNU","Juneau, AK","1204",-1.00,0.00,"1236",-13.00,0.00,0.00,,,,,,
2017-12-21,"AS","WRG","Wrangell, AK","PSG","Petersburg, AK","1056",-2.00,0.00,"1120",1.00,1.00,0.00,,,,,,
2017-12-21,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","0739",-5.00,0.00,"0923",41.00,41.00,0.00,0.00,0.00,41.00,0.00,0.00,
2017-12-21,"AS","JNU","Juneau, AK","SEA","Seattle, WA","2020",30.00,30.00,"2352",8.00,8.00,0.00,,,,,,
2017-12-21,"AS","ANC","Anchorage, AK","CDV","Cordova, AK","1524",-4.00,0.00,"1605",-9.00,0.00,0.00,,,,,,
2017-12-21,"AS","CDV","Cordova, AK","YAK","Yakutat, AK","1704",-25.00,0.00,"1733",-21.00,0.00,0.00,,,,,,
2017-12-21,"AS","YAK","Yakutat, AK","JNU","Juneau, AK","1842",-35.00,0.00,"1856",-33.00,0.00,0.00,,,,,,
2017-12-21,"AS","KTN","Ketchikan, AK","SIT","Sitka, AK","1720",19.00,19.00,"1829",7.00,7.00,0.00,,,,,,
2017-12-21,"AS","SIT","Sitka, AK","JNU","Juneau, AK","1907",13.00,13.00,"2001",11.00,11.00,0.00,,,,,,
2017-12-21,"AS","JNU","Juneau, AK","ANC","Anchorage, AK","2050",8.00,8.00,"2237",8.00,8.00,0.00,,,,,,
2017-12-21,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1530",18.00,18.00,"1659",29.00,29.00,0.00,0.00,0.00,11.00,0.00,18.00,
2017-12-21,"AS","KTN","Ketchikan, AK","JNU","Juneau, AK","2115",-24.00,0.00,"2150",-27.00,0.00,0.00,,,,,,
2017-12-21,"AS","SEA","Seattle, WA","KTN","Ketchikan, AK","1915",-7.00,0.00,"2015",-1.00,0.00,0.00,,,,,,
