,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,CANCELLED,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 18
319,2017-08-01,DL,CLE,"Cleveland, OH",ATL,"Atlanta, GA",545,-7.0,0.0,711.0,-17.0,0.0,0.0,,,,,,
320,2017-08-01,DL,CLE,"Cleveland, OH",MSP,"Minneapolis, MN",1720,1.0,1.0,1810.0,-18.0,0.0,0.0,,,,,,
321,2017-08-01,EV,CLE,"Cleveland, OH",IAH,"Houston, TX",1440,8.0,8.0,1651.0,11.0,11.0,0.0,,,,,,
322,2017-08-01,EV,LGA,"New York, NY",CLE,"Cleveland, OH",2040,32.0,32.0,2244.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,
323,2017-08-01,EV,IAH,"Houston, TX",CLE,"Cleveland, OH",1915,-6.0,0.0,2236.0,-28.0,0.0,0.0,,,,,,
325,2017-08-01,EV,CLE,"Cleveland, OH",BOS,"Boston, MA",1320,-2.0,0.0,1523.0,14.0,14.0,0.0,,,,,,
326,2017-08-01,EV,DCA,"Washington, DC",CLE,"Cleveland, OH",1458,-11.0,0.0,1618.0,-7.0,0.0,0.0,,,,,,
327,2017-08-01,EV,DCA,"Washington, DC",CLE,"Cleveland, OH",1730,-9.0,0.0,1844.0,-13.0,0.0,0.0,,,,,,
330,2017-08-01,EV,CLE,"Cleveland, OH",DCA,"Washington, DC",1740,-5.0,0.0,1909.0,0.0,0.0,0.0,,,,,,
331,2017-08-01,EV,LGA,"New York, NY",CLE,"Cleveland, OH",1310,-5.0,0.0,1453.0,-7.0,0.0,0.0,,,,,,
332,2017-08-01,EV,CLE,"Cleveland, OH",LGA,"New York, NY",1820,49.0,49.0,2055.0,55.0,55.0,0.0,3.0,0.0,52.0,0.0,0.0,
